Gene Symbol,Del_diff,Diploid_diff,Gain_diff
PPP2R2D,59.77,-60.11,0.34
PPP3CB,67.28,-67.0,-0.26
PPRC1,65.79,-66.09,0.28
PPYR1,66.02,-64.92,-1.1
PRAP1,60.12,-60.07,-0.05
PRDX3,61.29,-61.61,0.31
PRF1,67.29,-67.03,-0.26
PRINS,66.77,-58.0,-8.78
PRKCQ,65.38,-56.28,-9.09
PRKG1,66.83,-65.17,-1.66
PRLHR,61.29,-61.81,0.51
PRPF18,65.22,-56.56,-8.68
PRTFDC1,66.45,-58.0,-8.46
PSAP,67.47,-67.2,-0.26
PSD,65.25,-65.54,0.28
PSTK,60.21,-60.53,0.31
PTCHD3,67.48,-58.68,-8.79
PTEN,66.27,-66.6,0.31
PTER,65.76,-56.77,-8.99
PTF1A,66.77,-57.98,-8.8
PTPLA,65.94,-56.95,-8.99
PTPN20A,66.19,-65.26,-0.93
PTPN20B,66.19,-65.26,-0.93
PTPRE,60.85,-60.66,-0.2
PWWP2B,59.58,-59.92,0.34
PYROXD2,65.83,-66.33,0.48
RAB11FIP2,61.15,-61.65,0.52
RAB18,67.48,-58.68,-8.79
RASGEF1A,64.44,-63.52,-0.93
RASSF4,65.16,-64.23,-0.93
RBM17,65.37,-55.92,-9.45
RBM20,63.98,-64.28,0.29
RBP3,66.02,-64.92,-1.1
RBP4,66.16,-66.28,0.11
REEP3,67.47,-67.34,-0.12
RET,64.44,-63.52,-0.93
RGR,66.1,-65.47,-0.64
RGS10,61.26,-61.59,0.31
RHOBTB1,67.32,-66.47,-0.86
RNLS,66.11,-66.26,0.14
RPL13AP6,63.61,-63.91,0.28
RPP30,65.1,-65.57,0.47
RPP38,65.57,-56.92,-8.65
RPS24,65.51,-65.61,0.1
RRP12,64.96,-65.44,0.48
RSU1,65.93,-56.95,-8.99
RTKN2,67.15,-66.66,-0.49
RUFY2,67.67,-67.23,-0.44
SAMD8,67.11,-66.66,-0.44
SAR1A,67.29,-67.03,-0.27
SCD,66.18,-66.1,-0.08
SEC23IP,61.43,-61.59,0.14
SEC24C,67.11,-67.0,-0.09
SEC31B,66.18,-66.3,0.11
SEC61A2,65.95,-56.7,-9.26
SEMA4G,65.44,-65.76,0.31
SEPHS1,65.22,-56.73,-8.5
SEPT7L,65.71,-58.92,-6.8
SFMBT2,65.54,-56.09,-9.45
SFR1,64.45,-64.73,0.29
SFRP5,65.68,-66.35,0.66
SFTA1P,65.22,-56.36,-8.87
SFTPA1,66.32,-65.86,-0.47
SFTPA2,66.32,-65.86,-0.47
SFTPD,66.32,-65.86,-0.47
SFXN2,65.62,-65.54,-0.08
SFXN3,65.44,-65.93,0.49
SFXN4,61.29,-61.81,0.51
SGMS1,66.66,-65.39,-1.27
SGPL1,67.12,-66.86,-0.26
SH2D4B,66.14,-65.69,-0.47
SH3PXD2A,64.62,-64.91,0.29
SHOC2,63.24,-63.71,0.46
SIRT1,67.5,-67.06,-0.44
SLC16A12,66.13,-66.09,-0.05
SLC16A9,67.15,-66.64,-0.51
SLC18A2,61.7,-62.05,0.34
SLC18A3,66.48,-65.58,-0.91
SLC25A16,67.5,-67.23,-0.26
SLC25A28,65.98,-66.13,0.14
SLC29A3,67.14,-67.23,0.08
SLC35G1,65.99,-66.1,0.11
SLC39A12,66.45,-57.29,-9.17
SLIT1,65.81,-66.3,0.48
SLK,64.79,-64.91,0.11
SMC3,63.64,-64.11,0.46
SMNDC1,64.0,-63.95,-0.06
SNCG,65.98,-65.71,-0.27
SNORA12,65.98,-66.1,0.11
SNORA19,61.29,-61.81,0.51
SNORD98,67.67,-67.23,-0.44
SORBS1,66.33,-66.65,0.31
SORCS1,64.59,-64.91,0.31
SORCS3,64.41,-64.73,0.31
SPAG6,66.97,-57.95,-9.0
SPOCK2,67.47,-67.38,-0.09
SPRN,59.94,-59.89,-0.05
SPRNP1,59.94,-59.89,-0.05
SRGN,67.32,-67.06,-0.26
ST8SIA6,65.94,-57.12,-8.81
STAM,66.11,-56.95,-9.17
STAMBPL1,66.3,-66.26,-0.05
STK32C,59.58,-59.92,0.34
STOX1,67.32,-67.06,-0.27
SUFU,65.44,-65.54,0.09
SUPV3L1,67.32,-67.06,-0.26
SUV39H2,65.74,-57.09,-8.65
SVIL,66.59,-57.26,-9.34
SYCE1,59.94,-59.89,-0.05
SYNPO2L,67.28,-67.0,-0.26
SYT15,66.02,-64.92,-1.1
TACC2,60.92,-61.07,0.14
TACR2,67.32,-67.06,-0.27
TAF3,65.19,-55.94,-9.26
TAF5,64.64,-64.93,0.28
TBC1D12,66.13,-66.26,0.11
TCERG1L,60.45,-60.27,-0.2
TCF7L2,61.75,-62.1,0.34
TCTN3,66.33,-66.65,0.31
TDRD1,61.04,-61.56,0.52
TECTB,61.26,-61.95,0.68
TET1,67.49,-67.23,-0.26
TFAM,66.98,-66.27,-0.71
THNSL1,66.45,-58.0,-8.46
TIAL1,61.43,-61.42,-0.03
TIMM23,66.66,-65.39,-1.27
TLL2,66.15,-66.48,0.31
TLX1,65.44,-65.93,0.49
TLX1NB,65.44,-65.93,0.49
TM9SF3,66.32,-66.48,0.14
TMEM180,65.25,-65.54,0.28
TMEM236,66.27,-57.12,-9.17
TMEM26,67.32,-66.64,-0.68
TMEM72,65.16,-64.23,-0.93
TMEM72-AS1,65.16,-64.23,-0.93
TNKS2,65.62,-65.91,0.29
TRDMT1,65.94,-56.95,-8.99
TRIM8,65.44,-65.54,0.09
TRUB1,61.41,-61.93,0.52
TSPAN14,66.14,-65.69,-0.47
TSPAN15,67.15,-67.06,-0.1
TTC18,67.28,-67.0,-0.27
TTC40,60.14,-60.09,-0.06
TUBAL3,65.2,-55.36,-9.84
TUBB8,64.76,-54.72,-10.04
TUBGCP2,60.12,-60.07,-0.05
TYSND1,67.29,-67.03,-0.27
UBE2D1,66.98,-66.27,-0.71
UBTD1,65.32,-65.82,0.48
UCMA,65.22,-56.73,-8.5
UCN3,65.2,-55.36,-9.84
UNC5B,67.31,-67.23,-0.09
UPF2,65.95,-56.7,-9.26
UROS,60.16,-60.31,0.14
USMG5,64.64,-64.93,0.28
USP54,67.28,-67.0,-0.26
USP6NL,65.59,-56.53,-9.07
UTF1,59.92,-60.07,0.14
VAX1,61.73,-62.07,0.34
VCL,67.62,-67.18,-0.44
VDAC2,66.76,-66.49,-0.26
VENTX,59.92,-60.07,0.14
VIM,65.94,-56.95,-8.99
VPS26A,67.32,-67.06,-0.26
VSTM4,65.97,-65.06,-0.91
VTI1A,61.43,-62.12,0.68
VWA2,61.04,-61.56,0.52
WAC,67.14,-58.34,-8.8
WAPAL,65.83,-65.37,-0.47
WDFY4,65.79,-64.89,-0.91
WDR11,60.93,-61.25,0.31
WDR37,64.81,-54.4,-10.41
WDR96,64.59,-64.54,-0.06
WNT8B,66.18,-66.3,0.11
XPNPEP1,64.01,-64.33,0.31
YME1L1,67.48,-58.68,-8.79
ZCCHC24,66.59,-66.66,0.07
ZDHHC16,65.13,-65.44,0.31
ZDHHC6,61.26,-61.95,0.69
ZEB1,66.79,-57.68,-9.12
ZEB1-AS1,66.44,-57.53,-8.93
ZFAND4,66.02,-64.92,-1.1
ZFYVE27,65.51,-66.18,0.66
ZMIZ1,66.56,-66.64,0.07
ZMYND11,64.76,-54.72,-10.04
ZMYND17,67.28,-67.0,-0.27
ZNF22,65.16,-64.23,-0.93
ZNF239,64.82,-63.89,-0.93
ZNF248,65.15,-58.72,-6.44
ZNF25,65.54,-59.12,-6.44
ZNF32,64.62,-63.72,-0.91
ZNF32-AS3,64.62,-63.72,-0.91
ZNF33A,65.71,-59.09,-6.63
ZNF33B,64.27,-63.55,-0.73
ZNF365,67.29,-67.0,-0.29
ZNF37A,65.71,-59.09,-6.63
ZNF37BP,64.27,-63.55,-0.73
ZNF438,66.42,-57.51,-8.93
ZNF485,64.62,-63.72,-0.91
ZNF487P,64.44,-63.72,-0.74
ZNF488,66.02,-64.92,-1.1
ZNF503,66.93,-66.66,-0.26
ZNF503-AS1,66.93,-66.66,-0.26
ZNF503-AS2,66.93,-66.66,-0.26
ZNF511,60.12,-60.07,-0.05
ZNF518A,66.32,-66.65,0.31
ZRANB1,60.36,-60.51,0.14
ZWINT,66.81,-66.09,-0.71
hsa-mir-107,65.62,-65.57,-0.05
hsa-mir-1254,67.67,-67.23,-0.44
hsa-mir-1265,65.58,-56.95,-8.64
hsa-mir-1287,65.83,-66.33,0.48
hsa-mir-1296,67.29,-67.17,-0.12
hsa-mir-1307,64.64,-64.93,0.28
hsa-mir-146b,65.25,-65.54,0.28
hsa-mir-1915,66.59,-57.78,-8.82
hsa-mir-202,59.92,-60.07,0.14
hsa-mir-2110,61.04,-61.56,0.52
hsa-mir-3155,65.37,-55.92,-9.45
hsa-mir-3156-1,65.16,-64.23,-0.93
hsa-mir-3157,66.32,-66.65,0.31
hsa-mir-3158-1,65.62,-65.91,0.28
hsa-mir-3158-2,65.62,-65.91,0.28
hsa-mir-346,66.0,-65.37,-0.64
hsa-mir-378c,60.45,-60.27,-0.2
hsa-mir-4293,65.58,-56.95,-8.64
hsa-mir-4294,65.79,-64.89,-0.91
hsa-mir-4295,61.43,-62.12,0.69
hsa-mir-4296,60.53,-60.68,0.14
hsa-mir-4297,60.66,-60.63,-0.03
hsa-mir-511-1,66.27,-57.12,-9.17
hsa-mir-511-2,66.27,-57.12,-9.17
hsa-mir-548e,63.24,-63.71,0.46
hsa-mir-548f-1,66.46,-65.56,-0.9
hsa-mir-548q,65.73,-56.9,-8.84
hsa-mir-603,66.94,-58.17,-8.78
hsa-mir-604,66.6,-57.26,-9.34
hsa-mir-605,66.82,-65.19,-1.63
hsa-mir-606,66.93,-66.66,-0.26
hsa-mir-607,65.98,-66.13,0.14
hsa-mir-608,65.44,-65.76,0.31
hsa-mir-609,64.59,-64.54,-0.06
hsa-mir-936,64.45,-64.73,0.29
hsa-mir-938,66.59,-57.26,-9.34
tAKR,65.58,-55.36,-10.23
