Gene Symbol,Deletion,Diploid,Gain
MIR4426,4.31,92.95,2.74
RPS27A,4.31,92.95,2.74
MTIF2,4.31,92.95,2.74
PRORSD1P,4.31,92.95,2.74
CCDC88A,4.31,92.95,2.74
CCDC104,4.31,92.76,2.94
SMEK2,4.31,92.76,2.94
PNPT1,4.31,92.95,2.74
EFEMP1,4.31,92.95,2.74
MIR216A,4.31,92.95,2.74
MIR217,4.31,92.95,2.74
hsa-mir-216a,4.31,92.95,2.74
hsa-mir-217,4.31,92.95,2.74
MIR216B,4.31,92.95,2.74
hsa-mir-216b,4.31,92.95,2.74
CCDC85A,4.31,92.95,2.74
VRK2,4.5,92.76,2.74
FANCL,4.5,92.76,2.74
FLJ30838,4.5,92.76,2.74
MIR4432,4.5,92.76,2.74
BCL11A,4.5,92.76,2.74
PAPOLG,4.31,92.95,2.74
FLJ16341,4.31,92.95,2.74
REL,4.31,92.95,2.74
PUS10,4.31,92.95,2.74
PEX13,4.31,92.95,2.74
KIAA1841,4.31,92.95,2.74
LOC339803,4.11,93.15,2.74
C2orf74,4.11,93.15,2.74
AHSA2,4.11,93.15,2.74
USP34,4.11,93.15,2.74
SNORA70B,4.11,93.15,2.74
XPO1,4.11,93.15,2.74
FAM161A,4.11,93.15,2.74
CCT4,4.11,93.15,2.74
COMMD1,3.91,93.15,2.94
B3GNT2,3.91,93.15,2.94
TMEM17,4.11,93.15,2.74
EHBP1,4.11,93.15,2.74
LOC100132215,4.11,93.15,2.74
OTX1,4.11,93.15,2.74
DBIL5P2,4.11,93.15,2.74
WDPCP,4.11,93.15,2.74
MDH1,4.11,93.15,2.74
UGP2,4.11,93.15,2.74
VPS54,4.11,93.15,2.74
PELI1,4.11,93.15,2.74
LINC00309,4.11,93.15,2.74
LGALSL,4.11,93.15,2.74
AFTPH,4.31,92.95,2.74
MIR4434,4.31,92.95,2.74
LOC339807,4.31,92.95,2.74
SERTAD2,4.31,92.95,2.74
LOC400958,4.31,92.95,2.74
SLC1A4,4.31,92.76,2.94
CEP68,4.31,92.76,2.94
RAB1A,4.31,92.95,2.74
ACTR2,4.31,92.95,2.74
SPRED2,4.31,92.76,2.94
MIR4778,4.31,92.95,2.74
MEIS1,4.31,92.95,2.74
LOC644838,4.31,93.15,2.54
ETAA1,4.31,93.15,2.54
C1D,4.31,93.15,2.54
WDR92,4.31,93.15,2.54
PNO1,4.31,93.15,2.54
PPP3R1,4.31,92.76,2.94
CNRIP1,4.31,92.76,2.94
PLEK,4.31,92.56,3.13
APLF,4.31,92.76,2.94
FBXO48,4.31,92.76,2.94
PROKR1,4.31,92.76,2.94
ARHGAP25,4.31,93.15,2.54
BMP10,4.31,93.15,2.54
GKN2,4.31,93.15,2.54
GKN1,4.31,93.15,2.54
ANTXR1,4.11,93.15,2.74
MIR3126,4.11,93.15,2.74
hsa-mir-3126,4.11,93.15,2.74
GFPT1,4.11,93.15,2.74
NFU1,4.31,93.15,2.54
AAK1,4.31,93.15,2.54
SNORA36C,4.31,93.15,2.54
ANXA4,4.31,93.15,2.54
GMCL1,4.31,93.15,2.54
SNRNP27,4.31,93.15,2.54
MXD1,4.31,93.15,2.54
ASPRV1,4.31,93.15,2.54
PCBP1-AS1,4.31,93.15,2.54
PCBP1,4.31,93.15,2.54
LOC100133985,4.31,93.15,2.54
C2orf42,4.31,93.15,2.54
TIA1,4.31,93.15,2.54
hsa-mir-1285-2,4.31,93.15,2.54
PCYOX1,4.31,93.15,2.54
SNRPG,4.31,93.15,2.54
FAM136A,4.31,93.15,2.54
TGFA,4.31,93.15,2.54
ADD2,4.31,93.15,2.54
FIGLA,4.31,93.15,2.54
CLEC4F,4.31,93.15,2.54
CD207,4.31,93.15,2.54
VAX2,4.31,93.15,2.54
ATP6V1B1,4.31,93.15,2.54
ANKRD53,4.31,93.15,2.54
TEX261,4.11,93.35,2.54
OR7E91P,4.11,93.35,2.54
NAGK,4.11,93.35,2.54
MCEE,4.11,93.35,2.54
MPHOSPH10,4.11,93.35,2.54
PAIP2B,4.11,93.35,2.54
ZNF638,4.11,93.35,2.54
DYSF,4.11,93.35,2.54
CYP26B1,4.11,93.35,2.54
EXOC6B,4.11,93.35,2.54
SPR,4.11,93.35,2.54
EMX1,4.11,93.35,2.54
SFXN5,4.11,93.35,2.54
RAB11FIP5,4.11,93.35,2.54
NOTO,4.11,93.35,2.54
SMYD5,4.11,93.35,2.54
PRADC1,4.11,93.35,2.54
CCT7,4.11,93.35,2.54
FBXO41,4.11,93.35,2.54
EGR4,4.11,93.35,2.54
ALMS1,4.11,93.35,2.54
ALMS1P,4.11,93.35,2.54
NAT8,4.11,93.35,2.54
NAT8B,4.11,93.35,2.54
TPRKB,4.11,93.35,2.54
DUSP11,4.11,93.35,2.54
C2orf78,4.11,93.35,2.54
STAMBP,3.91,93.35,2.74
ACTG2,3.91,93.35,2.74
DGUOK,3.91,93.35,2.74
TET3,4.11,93.35,2.54
BOLA3,4.11,93.35,2.54
BOLA3-AS1,4.11,93.35,2.54
MOB1A,4.11,93.35,2.54
MTHFD2,4.11,93.35,2.54
SLC4A5,4.11,93.35,2.54
DCTN1,4.11,93.35,2.54
LOC100189589,4.11,93.35,2.54
C2orf81,4.11,93.35,2.54
WDR54,4.11,93.35,2.54
RTKN,4.11,93.35,2.54
INO80B-WBP1,4.11,93.35,2.54
INO80B,4.11,93.35,2.54
MOGS,4.11,93.35,2.54
WBP1,4.11,93.35,2.54
MRPL53,4.11,93.35,2.54
CCDC142,4.11,93.35,2.54
TTC31,4.11,93.35,2.54
LBX2,4.11,93.35,2.54
LOC151534,4.11,93.35,2.54
PCGF1,4.11,93.35,2.54
DQX1,4.11,93.35,2.54
TLX2,4.11,93.35,2.54
AUP1,4.11,93.35,2.54
HTRA2,4.11,93.35,2.54
LOXL3,4.11,93.35,2.54
DOK1,4.11,93.35,2.54
C2orf65,4.11,93.35,2.54
SEMA4F,4.11,93.35,2.54
HK2,4.11,93.35,2.54
POLE4,4.11,93.15,2.74
TACR1,4.11,93.35,2.54
FAM176A,3.91,93.35,2.74
GCFC2,3.91,93.15,2.93
MRPL19,3.91,93.15,2.93
LRRTM4,3.91,93.54,2.54
SNAR-H,3.91,93.54,2.54
REG3G,3.91,93.35,2.74
REG1B,3.91,93.35,2.74
REG1A,3.91,93.35,2.74
REG1P,3.91,93.35,2.74
REG3A,3.91,93.35,2.74
CTNNA2,3.92,93.35,2.74
MIR4264,3.91,93.35,2.74
hsa-mir-4264,3.91,93.35,2.74
LRRTM1,3.91,93.54,2.54
LOC1720,3.91,93.54,2.54
FUNDC2P2,3.91,93.54,2.54
SUCLG1,3.91,93.54,2.54
DNAH6,3.91,93.54,2.54
C2orf89,3.72,93.74,2.54
TMSB10,3.72,93.74,2.54
KCMF1,3.72,93.74,2.54
TCF7L1,3.72,93.54,2.74
TGOLN2,3.72,93.54,2.74
RETSAT,3.72,93.54,2.74
ELMOD3,3.72,93.54,2.74
CAPG,3.72,93.54,2.74
SH2D6,3.72,93.54,2.74
LOC100630918,3.72,93.54,2.74
MAT2A,3.72,93.54,2.74
GGCX,3.72,93.54,2.74
VAMP8,3.72,93.54,2.74
VAMP5,3.72,93.54,2.74
RNF181,3.72,93.54,2.74
TMEM150A,3.72,93.54,2.74
C2orf68,3.72,93.54,2.74
USP39,3.72,93.54,2.74
SFTPB,3.72,93.54,2.74
GNLY,3.72,93.54,2.74
ATOH8,3.72,93.74,2.54
LOC284950,3.72,93.74,2.54
ST3GAL5,3.72,93.74,2.54
LOC90784,3.72,93.54,2.74
POLR1A,3.72,93.54,2.74
PTCD3,3.72,93.54,2.74
SNORD94,3.72,93.54,2.74
IMMT,3.72,93.54,2.74
MIR4779,3.72,93.54,2.74
MRPL35,3.72,93.54,2.74
REEP1,3.72,93.54,2.74
KDM3A,3.72,93.74,2.54
CHMP3,3.72,93.74,2.54
RNF103-CHMP3,3.72,93.54,2.74
RNF103,3.72,93.74,2.54
RMND5A,3.52,93.74,2.74
CD8A,3.52,93.74,2.74
CD8B,3.52,93.74,2.74
LOC100286979,3.72,93.74,2.54
RGPD1,3.72,93.74,2.54
RGPD2,3.72,93.74,2.54
PLGLB1,3.72,93.74,2.54
PLGLB2,3.72,93.74,2.54
LOC285074,3.72,93.74,2.54
LINC00152,3.72,93.74,2.54
MIR4435-1,4.11,93.35,2.54
MIR4435-2,4.11,93.35,2.54
KRCC1,3.72,93.74,2.54
SMYD1,3.72,93.74,2.54
MIR4780,3.72,93.74,2.54
FABP1,3.72,93.74,2.54
THNSL2,3.72,93.74,2.54
FOXI3,3.72,93.74,2.54
C2orf51,3.72,93.74,2.54
EIF2AK3,3.72,93.74,2.54
RPIA,3.72,93.74,2.54
ANKRD36BP2,3.72,93.74,2.54
MIR4436A,3.72,93.74,2.54
ACTR3BP2,3.72,93.74,2.54
GGT8P,3.72,93.74,2.54
LOC654342,3.72,93.74,2.54
ANKRD20A8P,3.33,94.32,2.35
LOC90499,3.33,94.32,2.35
LOC442028,3.33,94.32,2.35
TEKT4,3.33,94.32,2.35
MAL,3.33,94.32,2.35
MRPS5,3.33,94.32,2.35
ZNF514,3.33,94.32,2.35
ZNF2,3.33,94.32,2.35
PROM2,3.33,94.32,2.35
KCNIP3,3.33,94.32,2.35
FAHD2A,3.33,94.13,2.55
TRIM43B,3.33,94.13,2.55
TRIM43,3.33,94.13,2.55
LOC729234,3.33,94.32,2.35
GPAT2,3.33,94.32,2.35
ADRA2B,3.33,94.32,2.35
ASTL,3.33,94.32,2.35
DUSP2,3.33,94.32,2.35
STARD7,3.33,94.32,2.35
LOC285033,3.33,94.32,2.35
TMEM127,3.33,94.32,2.35
CIAO1,3.33,94.32,2.35
SNRNP200,3.33,94.32,2.35
ITPRIPL1,3.33,94.32,2.35
NCAPH,3.33,94.32,2.35
NEURL3,3.33,94.13,2.54
ARID5A,3.33,94.13,2.54
KANSL3,3.33,94.13,2.54
FER1L5,3.33,94.13,2.54
LMAN2L,3.33,94.13,2.54
CNNM4,3.33,94.13,2.54
MIR3127,3.33,94.13,2.54
hsa-mir-3127,3.33,94.13,2.54
CNNM3,3.33,94.13,2.54
ANKRD23,3.33,94.13,2.54
ANKRD39,3.33,94.13,2.54
SEMA4C,3.33,94.13,2.54
FAM178B,3.33,94.13,2.54
FAHD2B,3.33,94.32,2.35
ANKRD36,3.33,94.32,2.35
LOC100506123,3.33,94.32,2.35
ANKRD36B,3.33,94.32,2.35
COX5B,3.33,94.32,2.35
ACTR1B,3.33,94.32,2.35
LOC728537,3.33,94.32,2.35
ZAP70,3.33,94.32,2.35
TMEM131,3.33,94.32,2.35
VWA3B,3.33,94.32,2.35
CNGA3,3.33,94.32,2.35
INPP4A,3.33,94.32,2.35
COA5,3.33,94.32,2.35
UNC50,3.33,94.32,2.35
MGAT4A,3.33,94.32,2.35
C2orf55,3.33,94.32,2.35
TSGA10,3.33,94.32,2.35
C2orf15,3.33,94.32,2.35
LIPT1,3.33,94.32,2.35
MITD1,3.33,94.32,2.35
MRPL30,3.33,94.32,2.35
LYG1,3.33,94.32,2.35
LYG2,3.33,94.32,2.35
TXNDC9,3.33,94.32,2.35
EIF5B,3.33,94.32,2.35
REV1,3.33,94.32,2.35
AFF3,3.33,94.32,2.35
LONRF2,3.13,94.52,2.35
CHST10,3.13,94.52,2.35
NMS,3.13,94.52,2.35
PDCL3,3.13,94.52,2.35
NPAS2,3.13,94.32,2.55
RPL31,3.13,94.32,2.55
TBC1D8,3.13,94.32,2.55
C2orf29,3.13,94.32,2.55
RNF149,3.13,94.32,2.55
SNORD89,3.13,94.32,2.55
CREG2,3.13,94.52,2.35
RFX8,3.13,94.52,2.35
MAP4K4,3.13,94.52,2.35
IL1R2,3.13,94.52,2.35
IL1R1,2.94,94.72,2.35
IL1RL2,2.94,94.72,2.35
IL1RL1,2.94,94.72,2.35
IL18R1,2.94,94.72,2.35
IL18RAP,2.94,94.72,2.35
MIR4772,2.94,94.72,2.35
SLC9A4,2.94,94.72,2.35
SLC9A2,3.13,94.52,2.35
MFSD9,3.13,94.52,2.35
TMEM182,3.13,94.52,2.35
LOC100287010,3.13,94.52,2.35
LOC150568,3.13,94.52,2.35
LOC284998,2.94,94.52,2.55
LOC100506421,2.94,94.52,2.55
POU3F3,2.94,94.52,2.55
MRPS9,2.94,94.52,2.55
GPR45,3.13,94.52,2.35
TGFBRAP1,3.13,94.52,2.35
C2orf49,3.13,94.52,2.35
FHL2,3.13,94.52,2.35
LOC285000,3.13,94.52,2.35
NCK2,3.13,94.52,2.35
C2orf40,3.13,94.52,2.35
UXS1,3.13,94.52,2.35
PLGLA,3.13,94.52,2.35
RGPD3,3.13,94.52,2.35
ST6GAL2,3.13,94.32,2.54
LOC729121,3.33,94.32,2.35
RGPD4,3.33,94.32,2.35
SLC5A7,3.33,94.32,2.35
SULT1C3,3.33,94.32,2.35
SULT1C2,3.33,94.32,2.35
SULT1C2P1,3.33,94.32,2.35
SULT1C4,3.33,94.32,2.35
GCC2,3.33,94.32,2.35
LIMS1,3.33,94.32,2.35
RANBP2,3.13,94.52,2.35
CCDC138,3.33,94.32,2.35
EDAR,3.33,94.32,2.35
LOC100287216,3.33,94.32,2.35
SH3RF3,3.33,94.32,2.35
MIR4265,3.33,94.32,2.35
hsa-mir-4265,3.33,94.32,2.35
MIR4266,3.33,94.32,2.35
hsa-mir-4266,3.33,94.32,2.35
SEPT10,3.33,94.32,2.35
SOWAHC,3.13,94.32,2.54
BUB1,3.33,94.13,2.54
LIMS3-LOC440895,3.33,94.13,2.54
LIMS3L,3.33,94.13,2.54
LIMS3,3.33,94.13,2.54
LINC00116,3.33,94.13,2.54
LOC100288570,3.33,94.13,2.54
LOC100507334,3.33,94.13,2.54
LOC151009,3.33,94.13,2.54
LOC440894,3.33,94.13,2.54
LOC440895,3.33,94.13,2.54
MALL,3.33,94.13,2.54
MIR4267,3.33,94.13,2.54
MIR4436B1,3.33,94.13,2.54
NPHP1,3.33,94.13,2.54
RGPD5,3.33,94.13,2.54
RGPD6,3.33,94.13,2.54
hsa-mir-4267,3.33,94.13,2.54
ACOXL,3.13,94.32,2.54
BCL2L11,3.13,94.32,2.54
LOC541471,3.33,94.32,2.35
ANAPC1,3.33,94.32,2.35
MERTK,3.33,94.32,2.35
TMEM87B,3.33,94.32,2.35
FBLN7,3.13,94.32,2.54
ZC3H8,3.13,94.32,2.54
ZC3H6,3.13,94.32,2.54
RGPD8,3.13,94.32,2.54
TTL|chr2,3.13,94.32,2.54
POLR1B,3.13,94.32,2.54
CHCHD5,3.13,94.32,2.54
FLJ42351,3.13,94.32,2.54
SLC20A1,3.13,94.32,2.54
CKAP2L,3.13,94.32,2.54
IL1A,3.33,94.32,2.35
IL1B,3.33,94.32,2.35
IL37,3.33,94.32,2.35
IL36G,3.33,94.32,2.35
IL36A,3.13,94.32,2.54
IL36B,3.13,94.32,2.54
IL36RN,3.13,94.32,2.54
IL1F10,3.13,94.32,2.54
IL1RN,2.94,94.52,2.54
PSD4,2.94,94.52,2.54
PAX8,2.94,94.52,2.54
LOC654433,2.94,94.52,2.54
CBWD2,2.94,94.52,2.54
FOXD4L1,2.94,94.52,2.54
FAM138B,3.13,94.32,2.54
WASH2P,3.13,94.32,2.54
hsa-mir-1302-3,3.13,94.32,2.54
DDX11L2,3.13,94.32,2.54
RPL23AP7,3.13,94.32,2.54
RABL2A,3.13,94.32,2.54
SLC35F5,3.13,94.32,2.54
MIR4782,3.13,94.32,2.54
ACTR3,3.13,94.32,2.54
LOC100499194,3.13,94.32,2.54
LOC440900,3.13,94.32,2.54
DPP10,3.13,94.32,2.54
LOC389023,3.13,94.32,2.54
DDX18,3.13,94.32,2.54
CCDC93,2.94,94.52,2.54
INSIG2,2.94,94.52,2.54
EN1,3.13,94.32,2.54
MARCO,3.13,94.32,2.54
C1QL2,3.13,94.32,2.54
STEAP3,3.13,94.32,2.54
C2orf76,3.13,94.32,2.54
DBI,3.13,94.32,2.54
TMEM37,3.13,94.32,2.54
SCTR,3.13,94.32,2.54
PCDP1,3.13,94.32,2.54
TMEM177,3.13,94.32,2.54
PTPN4,3.13,94.32,2.54
EPB41L5,3.13,94.32,2.54
TMEM185B,3.13,94.32,2.54
RALB,3.13,94.32,2.54
INHBB,3.13,94.32,2.54
LOC84931,3.13,94.13,2.74
GLI2,2.94,94.32,2.74
TFCP2L1,2.94,94.52,2.54
CLASP1,2.94,94.52,2.54
RNU4ATAC,2.94,94.52,2.54
LOC254128,2.94,94.52,2.54
MKI67IP,2.94,94.52,2.54
TSN,2.94,94.52,2.54
CNTNAP5,3.13,94.13,2.74
GYPC,3.33,94.13,2.54
BIN1,3.33,94.13,2.54
CYP27C1,3.33,94.13,2.54
ERCC3,3.33,94.13,2.54
MAP3K2,3.33,94.13,2.54
PROC,3.33,94.13,2.54
MIR4783,3.33,94.13,2.54
IWS1,3.33,94.13,2.54
MYO7B,3.33,94.13,2.54
GPR17,3.33,94.13,2.54
LIMS2,3.33,94.13,2.54
SFT2D3,3.33,94.13,2.54
WDR33,3.33,94.13,2.54
POLR2D,3.52,93.93,2.54
AMMECR1L,3.52,93.93,2.54
SAP130,3.52,93.93,2.54
UGGT1,3.52,93.93,2.54
HS6ST1,3.52,93.93,2.54
LOC389033,3.72,93.74,2.54
LOC100131320,3.72,93.74,2.54
RAB6C,3.72,93.74,2.54
LOC440905,3.72,93.74,2.54
POTEF,3.72,93.74,2.54
LOC285103,3.72,93.74,2.54
CCDC74B,3.72,93.74,2.54
SMPD4,3.72,93.74,2.54
MZT2B,3.72,93.74,2.54
TUBA3E,3.72,93.74,2.54
CCDC115,3.72,93.74,2.54
IMP4,3.72,93.74,2.54
PTPN18,3.72,93.74,2.54
LOC100216479,3.72,93.74,2.54
CFC1B,3.72,93.54,2.74
CFC1,3.72,93.54,2.74
CYP4F30P,3.72,93.54,2.74
LOC150527,3.72,93.54,2.74
LOC646743,3.72,93.54,2.74
TISP43,3.72,93.54,2.74
GPR148,3.72,93.54,2.74
FAM123C,3.72,93.54,2.74
ARHGEF4,3.72,93.54,2.74
FAM168B,3.52,93.93,2.54
PLEKHB2,3.52,93.93,2.54
POTEE,3.52,93.93,2.54
LOC440910,3.52,93.93,2.54
WTH3DI,3.52,93.93,2.54
LOC389043,3.52,93.93,2.54
LOC401010,3.52,93.93,2.54
TUBA3D,3.52,93.93,2.54
MZT2A,3.52,93.93,2.54
LOC150776,3.52,93.93,2.54
MIR4784,3.52,93.93,2.54
CCDC74A,3.52,93.93,2.54
POTEKP,3.52,93.93,2.54
C2orf27A,3.52,93.93,2.54
C2orf27B,3.52,93.93,2.54
ANKRD30BL,3.72,93.74,2.54
GPR39,3.72,93.74,2.54
MIR663B,3.72,93.74,2.54
hsa-mir-663b,3.72,93.74,2.54
LYPD1,3.72,93.74,2.54
NCKAP5,3.72,93.74,2.54
MIR3679,3.72,93.74,2.54
MGAT5,3.72,93.74,2.54
TMEM163,3.72,93.74,2.54
ACMSD,3.72,93.74,2.54
LOC100129961,3.72,93.74,2.54
CCNT2,3.72,93.74,2.54
YSK4,3.72,93.74,2.54
RAB3GAP1,3.91,93.54,2.54
ZRANB3,3.91,93.54,2.54
R3HDM1,3.91,93.35,2.74
MIR128-1,3.72,93.74,2.54
hsa-mir-128-1,3.72,93.74,2.54
UBXN4,3.91,93.35,2.74
LCT,3.91,93.35,2.74
LOC100507600,3.91,93.35,2.74
MCM6,3.91,93.35,2.74
DARS,3.91,93.35,2.74
CXCR4,3.91,93.54,2.54
THSD7B,3.72,93.74,2.54
HNMT,3.52,93.93,2.54
SPOPL,3.72,93.74,2.54
NXPH2,3.72,93.54,2.74
LOC647012,3.72,93.54,2.74
LRP1B,5.87,90.8,3.33
KYNU,3.72,93.54,2.74
ARHGAP15,3.91,93.54,2.54
GTDC1,3.91,93.54,2.54
ZEB2,4.11,93.35,2.54
ZEB2-AS1,4.11,93.35,2.54
DKFZp686O1327,4.11,93.35,2.54
PABPC1P2,4.11,93.35,2.54
ACVR2A,4.5,93.15,2.35
ORC4,4.5,93.15,2.35
MBD5,4.5,92.95,2.55
EPC2,4.5,93.15,2.35
KIF5C,4.5,93.15,2.35
LYPD6B,4.5,93.15,2.35
LYPD6,4.5,93.15,2.35
MMADHC,4.31,93.35,2.35
RND3,4.5,93.15,2.35
RBM43,4.5,93.15,2.35
NMI,4.5,93.15,2.35
TNFAIP6,4.5,93.15,2.35
MIR4773-1,4.5,93.15,2.35
MIR4773-2,4.5,93.15,2.35
RIF1,4.5,93.15,2.35
NEB,4.5,92.95,2.54
ARL5A,4.5,92.95,2.54
CACNB4,4.5,92.95,2.54
STAM2,4.31,92.95,2.74
FMNL2,4.31,92.76,2.94
PRPF40A,4.31,93.15,2.54
ARL6IP6,4.31,93.15,2.54
RPRM,4.31,93.35,2.35
GALNT13,4.9,92.76,2.35
LOC100144595,4.5,93.15,2.35
KCNJ3,4.31,93.35,2.35
NR4A2,4.7,93.15,2.15
GPD2,4.7,93.15,2.15
GALNT5,4.5,93.15,2.35
ERMN,4.5,93.15,2.35
CYTIP,4.5,93.15,2.35
ACVR1C,4.5,93.15,2.35
ACVR1,4.5,93.15,2.35
UPP2,4.5,93.15,2.35
CCDC148,4.5,93.15,2.35
LOC554201,4.5,93.15,2.35
PKP4,4.5,93.15,2.35
DAPL1,4.31,93.35,2.35
TANC1,4.5,93.15,2.35
WDSUB1,4.31,93.35,2.35
BAZ2B,4.31,93.35,2.35
MARCH7,4.31,93.35,2.35
CD302,4.31,93.35,2.35
LY75-CD302,4.31,93.35,2.35
LY75,4.31,93.35,2.35
PLA2R1,4.31,93.35,2.35
ITGB6,4.7,92.95,2.35
RBMS1,4.7,92.95,2.35
MIR4785,4.7,92.95,2.35
TANK,4.89,92.76,2.35
PSMD14,4.7,92.95,2.35
TBR1,4.7,92.95,2.35
SLC4A10,4.89,92.76,2.35
DPP4,4.89,92.76,2.35
GCG,4.89,92.76,2.35
FAP,4.89,92.76,2.35
IFIH1,4.89,92.76,2.35
GCA,4.89,92.76,2.35
KCNH7,4.89,92.76,2.35
FIGN,4.7,92.95,2.35
GRB14,4.7,92.95,2.35
COBLL1,4.7,92.95,2.35
SNORA70F,4.7,92.95,2.35
SLC38A11,4.7,92.95,2.35
SCN3A,4.7,92.95,2.35
SCN2A,4.7,92.95,2.35
CSRNP3,4.7,92.95,2.35
GALNT3,4.7,92.95,2.35
LOC100506124,4.7,92.95,2.35
TTC21B,4.7,92.95,2.35
LOC100506134,4.7,92.95,2.35
SCN1A,4.7,92.95,2.35
SCN9A,4.7,92.95,2.35
SCN7A,4.89,92.95,2.15
XIRP2,4.7,92.95,2.35
B3GALT1,4.7,92.95,2.35
STK39,4.89,92.95,2.15
CERS6,4.7,92.95,2.35
MIR4774,4.7,92.95,2.35
LOC100861402,4.7,92.95,2.35
NOSTRIN,4.7,92.95,2.35
SPC25,4.7,92.95,2.35
G6PC2,4.7,92.95,2.35
ABCB11,4.7,92.95,2.35
DHRS9,4.7,92.95,2.35
LRP2,4.7,92.95,2.35
BBS5,4.7,92.95,2.35
KBTBD10,4.7,92.95,2.35
FASTKD1,4.7,92.95,2.35
PPIG,4.7,92.95,2.35
C2orf77,4.7,92.95,2.35
PHOSPHO2-KLHL23,4.7,92.95,2.35
PHOSPHO2,4.7,92.95,2.35
KLHL23,4.7,92.95,2.35
SSB,4.7,92.95,2.35
METTL5,4.7,92.95,2.35
UBR3,4.89,92.95,2.15
MYO3B,4.7,92.76,2.54
LOC440925,4.7,92.95,2.35
SP5,4.7,92.95,2.35
LOC100505695,4.7,92.95,2.35
GAD1,4.7,92.95,2.35
GORASP2,4.7,92.95,2.35
TLK1,4.7,92.76,2.55
METTL8,4.7,92.76,2.55
DCAF17,4.7,92.95,2.35
CYBRD1,4.7,92.95,2.35
DYNC1I2,4.7,92.95,2.35
SLC25A12,4.7,92.95,2.35
HAT1,4.7,92.95,2.35
METAP1D,4.7,92.95,2.35
DLX1,4.7,92.95,2.35
DLX2,4.7,92.95,2.35
ITGA6,4.7,92.95,2.35
PDK1,4.89,92.95,2.15
LOC91149,4.89,92.95,2.15
RAPGEF4,4.89,92.95,2.15
ZAK,4.89,92.95,2.15
MLK7-AS1,4.89,92.95,2.15
CDCA7,4.89,92.95,2.15
SP3,5.09,92.76,2.15
OLA1,5.09,92.76,2.15
LOC285084,4.89,92.95,2.15
SP9,4.89,92.95,2.15
CIR1,4.89,92.95,2.15
SCRN3,4.89,92.95,2.15
GPR155,4.89,92.95,2.15
WIPF1,4.89,92.95,2.15
CHRNA1,4.89,92.95,2.15
CHN1,4.89,92.95,2.15
ATF2,4.89,92.95,2.15
MIR933,4.89,92.95,2.15
hsa-mir-933,4.89,92.95,2.15
ATP5G3,4.89,92.95,2.15
KIAA1715,5.09,92.95,1.96
EVX2,5.09,92.95,1.96
HOXD12,5.09,92.95,1.96
HOXD13,5.09,92.95,1.96
HOXD11,5.09,92.95,1.96
HOXD10,5.09,92.95,1.96
HOXD8,5.09,92.95,1.96
HOXD9,5.09,92.95,1.96
LOC100506783,5.09,92.95,1.96
HOXD4,5.09,92.95,1.96
MIR10B,5.09,92.95,1.96
hsa-mir-10b,5.09,92.95,1.96
HOXD3,5.09,92.95,1.96
LOC401022,5.09,92.95,1.96
HOXD1,5.09,92.95,1.96
MTX2,5.09,92.95,1.96
MIR1246,5.09,92.95,1.96
hsa-mir-1246,5.09,92.95,1.96
LOC375295,5.09,92.95,1.96
HNRNPA3,5.29,92.76,1.96
MIR4444-1|chr2,5.29,92.76,1.96
NFE2L2,5.29,92.76,1.96
MIR3128,5.29,92.76,1.96
hsa-mir-3128,5.29,92.76,1.96
LOC100130691,5.29,92.76,1.96
AGPS,5.29,92.76,1.96
TTC30B,5.29,92.76,1.96
TTC30A,5.29,92.76,1.96
PDE11A,5.29,92.76,1.96
RBM45,5.29,92.76,1.96
OSBPL6,5.29,92.76,1.96
MIR548N,5.29,92.76,1.96
PRKRA,5.29,92.76,1.96
DFNB59,5.29,92.76,1.96
FKBP7,5.29,92.76,1.96
PLEKHA3,5.29,92.76,1.96
LOC100506866,5.29,92.76,1.96
TTN,5.29,92.76,1.96
CCDC141,5.09,92.76,2.15
SESTD1,5.09,92.76,2.15
ZNF385B,5.09,92.76,2.15
MIR1258,5.09,92.76,2.15
hsa-mir-1258,5.09,92.76,2.15
CWC22,5.09,92.76,2.15
UBE2E3,4.7,92.95,2.35
MIR4437,4.7,92.95,2.35
ITGA4,4.7,92.76,2.54
CERKL,4.89,92.76,2.35
NEUROD1,4.89,92.76,2.35
SSFA2,4.89,92.76,2.35
PPP1R1C,4.89,92.95,2.15
PDE1A,5.09,92.76,2.15
DNAJC10,4.7,92.95,2.35
FRZB,4.7,92.95,2.35
NCKAP1,4.7,92.95,2.35
DUSP19,4.7,92.95,2.35
NUP35,4.7,92.95,2.35
ZNF804A,4.5,93.15,2.35
FSIP2,4.5,93.15,2.35
ZC3H15,4.7,93.15,2.15
ITGAV,4.7,93.15,2.15
FAM171B,4.5,93.15,2.35
ZSWIM2,4.5,93.15,2.35
CALCRL,4.89,92.76,2.35
TFPI,4.89,92.76,2.35
GULP1,4.89,92.95,2.15
MIR561,4.7,92.95,2.35
hsa-mir-561,4.7,92.95,2.35
DIRC1,4.89,92.95,2.15
COL3A1,4.89,92.95,2.15
MIR1245A,4.89,92.95,2.15
MIR1245B,4.89,92.95,2.15
hsa-mir-1245,4.89,92.95,2.15
MIR3606,4.89,92.95,2.15
COL5A2,4.89,92.95,2.15
MIR3129,4.89,92.95,2.15
hsa-mir-3129,4.89,92.95,2.15
WDR75,4.89,92.95,2.15
SLC40A1,4.89,92.95,2.15
ASNSD1,4.89,92.95,2.15
ANKAR,4.89,92.95,2.15
